LL_xmag,LL_ymag,LL_zmag,activity,individual,set
0.87308,-0.20983,0.22576,a09,p1,s45
0.8773,-0.18971,0.23066,a09,p1,s45
0.87884,-0.17978,0.23233,a09,p1,s45
0.86661,-0.19943,0.25618,a09,p1,s45
0.85026,-0.25212,0.26689,a09,p1,s45
0.83898,-0.28305,0.26953,a09,p1,s45
0.82266,-0.31991,0.27457,a09,p1,s45
0.80305,-0.36076,0.2815,a09,p1,s45
0.77901,-0.41762,0.27946,a09,p1,s45
0.7587,-0.46136,0.26511,a09,p1,s45
0.73838,-0.48829,0.26458,a09,p1,s45
0.71685,-0.52095,0.26412,a09,p1,s45
0.69386,-0.55497,0.25567,a09,p1,s45
0.67244,-0.58914,0.2365,a09,p1,s45
0.6486,-0.62029,0.21848,a09,p1,s45
0.62971,-0.6418,0.21173,a09,p1,s45
0.6208,-0.65631,0.19991,a09,p1,s45
0.62042,-0.65925,0.18506,a09,p1,s45
0.63522,-0.65594,0.13822,a09,p1,s45
0.67102,-0.63093,0.077136,a09,p1,s45
0.71904,-0.57974,0.052931,a09,p1,s45
0.76235,-0.52201,0.048743,a09,p1,s45
0.7956,-0.47014,0.032668,a09,p1,s45
0.8331,-0.40036,0.043102,a09,p1,s45
0.86083,-0.34036,0.055848,a09,p1,s45
0.87003,-0.30737,0.064269,a09,p1,s45
0.87679,-0.28812,0.068497,a09,p1,s45
0.87922,-0.27894,0.086121,a09,p1,s45
0.87306,-0.28786,0.11202,a09,p1,s45
0.86826,-0.2852,0.14109,a09,p1,s45
0.87331,-0.25946,0.16042,a09,p1,s45
0.87993,-0.23826,0.15948,a09,p1,s45
0.88314,-0.2234,0.16727,a09,p1,s45
0.89311,-0.18748,0.15987,a09,p1,s45
0.88738,-0.20264,0.17088,a09,p1,s45
0.87131,-0.24999,0.18291,a09,p1,s45
0.85662,-0.2975,0.18524,a09,p1,s45
0.84128,-0.33418,0.18593,a09,p1,s45
0.81773,-0.38875,0.2003,a09,p1,s45
0.79082,-0.43953,0.19884,a09,p1,s45
0.76575,-0.48205,0.18496,a09,p1,s45
0.74161,-0.52218,0.17544,a09,p1,s45
0.71753,-0.55298,0.17756,a09,p1,s45
0.68511,-0.59,0.18274,a09,p1,s45
0.66429,-0.61642,0.18244,a09,p1,s45
0.64591,-0.63889,0.16828,a09,p1,s45
0.63312,-0.65338,0.15082,a09,p1,s45
0.63457,-0.65285,0.14957,a09,p1,s45
0.64196,-0.65577,0.108,a09,p1,s45
0.66779,-0.63928,0.05023,a09,p1,s45
0.70455,-0.59548,0.029402,a09,p1,s45
0.74564,-0.54592,0.025293,a09,p1,s45
0.77674,-0.50002,0.021324,a09,p1,s45
0.81427,-0.43889,0.032428,a09,p1,s45
0.84559,-0.37512,0.054717,a09,p1,s45
0.86195,-0.32987,0.082522,a09,p1,s45
0.87194,-0.29444,0.10594,a09,p1,s45
0.87483,-0.27863,0.12231,a09,p1,s45
0.87273,-0.27547,0.13861,a09,p1,s45
0.86685,-0.2764,0.1699,a09,p1,s45
0.86817,-0.25467,0.19227,a09,p1,s45
0.87592,-0.22871,0.18627,a09,p1,s45
0.88019,-0.22011,0.18265,a09,p1,s45
0.88327,-0.20671,0.18122,a09,p1,s45
0.88813,-0.19845,0.17301,a09,p1,s45
0.87753,-0.22921,0.1871,a09,p1,s45
0.85463,-0.29087,0.19841,a09,p1,s45
0.83767,-0.34153,0.19365,a09,p1,s45
0.81974,-0.37759,0.20877,a09,p1,s45
0.79886,-0.41651,0.21087,a09,p1,s45
0.77518,-0.46509,0.19188,a09,p1,s45
0.74956,-0.51275,0.16756,a09,p1,s45
0.72792,-0.54833,0.14879,a09,p1,s45
0.7012,-0.5878,0.13391,a09,p1,s45
0.68049,-0.61388,0.12256,a09,p1,s45
0.65937,-0.63591,0.11358,a09,p1,s45
0.63206,-0.66613,0.103,a09,p1,s45
0.61585,-0.68285,0.087784,a09,p1,s45
0.60799,-0.69151,0.062665,a09,p1,s45
0.61276,-0.69013,0.039426,a09,p1,s45
0.63521,-0.67195,-0.011293,a09,p1,s45
0.68585,-0.6185,-0.02904,a09,p1,s45
0.73727,-0.55675,-0.016362,a09,p1,s45
0.77979,-0.49697,-0.022151,a09,p1,s45
0.81666,-0.43587,-0.009398,a09,p1,s45
0.84766,-0.37178,0.020961,a09,p1,s45
0.8701,-0.3104,0.061116,a09,p1,s45
0.88097,-0.269,0.087152,a09,p1,s45
0.88869,-0.24172,0.10808,a09,p1,s45
0.88677,-0.23378,0.13137,a09,p1,s45
0.8785,-0.24503,0.15981,a09,p1,s45
0.87691,-0.23755,0.17863,a09,p1,s45
0.8783,-0.22265,0.19534,a09,p1,s45
0.87515,-0.21817,0.20441,a09,p1,s45
0.87307,-0.21749,0.21332,a09,p1,s45
0.88251,-0.19349,0.19996,a09,p1,s45
0.88235,-0.18721,0.20972,a09,p1,s45
0.86633,-0.21993,0.23947,a09,p1,s45
0.85241,-0.26807,0.24183,a09,p1,s45
0.83756,-0.31388,0.23872,a09,p1,s45
0.81191,-0.3693,0.24509,a09,p1,s45
0.78537,-0.42554,0.24245,a09,p1,s46
0.75884,-0.47634,0.2265,a09,p1,s46
0.73104,-0.52736,0.20537,a09,p1,s46
0.7053,-0.56169,0.2016,a09,p1,s46
0.67851,-0.5959,0.19753,a09,p1,s46
0.65655,-0.62602,0.18057,a09,p1,s46
0.63779,-0.65,0.16271,a09,p1,s46
0.62459,-0.66236,0.14892,a09,p1,s46
0.62733,-0.66508,0.12543,a09,p1,s46
0.63533,-0.66427,0.096782,a09,p1,s46
0.65943,-0.6483,0.021765,a09,p1,s46
0.70368,-0.59967,-0.005207,a09,p1,s46
0.73845,-0.55542,-0.021355,a09,p1,s46
0.76564,-0.51677,-0.014532,a09,p1,s46
0.79427,-0.47448,0.016788,a09,p1,s46
0.82498,-0.41478,0.055047,a09,p1,s46
0.84712,-0.36344,0.076376,a09,p1,s46
0.86075,-0.3271,0.10233,a09,p1,s46
0.86665,-0.30524,0.11303,a09,p1,s46
0.86939,-0.29382,0.121,a09,p1,s46
0.86933,-0.2894,0.14261,a09,p1,s46
0.87171,-0.27796,0.14736,a09,p1,s46
0.87292,-0.25979,0.1694,a09,p1,s46
0.87501,-0.24335,0.18535,a09,p1,s46
0.87867,-0.22502,0.18937,a09,p1,s46
0.87744,-0.22433,0.19753,a09,p1,s46
0.88105,-0.21294,0.1941,a09,p1,s46
0.87899,-0.21519,0.20281,a09,p1,s46
0.86456,-0.24619,0.22628,a09,p1,s46
0.8472,-0.28796,0.23933,a09,p1,s46
0.82852,-0.32955,0.24476,a09,p1,s46
0.80629,-0.37299,0.25422,a09,p1,s46
0.77762,-0.42555,0.2657,a09,p1,s46
0.7559,-0.46949,0.25876,a09,p1,s46
0.73479,-0.50283,0.24779,a09,p1,s46
0.70954,-0.5374,0.24185,a09,p1,s46
0.68883,-0.56784,0.23521,a09,p1,s46
0.66409,-0.60311,0.22173,a09,p1,s46
0.64167,-0.63574,0.1998,a09,p1,s46
0.62213,-0.65586,0.19339,a09,p1,s46
0.60584,-0.67124,0.18623,a09,p1,s46
0.59911,-0.68065,0.17695,a09,p1,s46
0.60043,-0.68681,0.15284,a09,p1,s46
0.62657,-0.67465,0.0949,a09,p1,s46
0.66387,-0.63972,0.053069,a09,p1,s46
0.7068,-0.59333,0.034312,a09,p1,s46
0.74114,-0.55044,0.028187,a09,p1,s46
0.77887,-0.50004,0.027681,a09,p1,s46
0.81194,-0.44252,0.053344,a09,p1,s46
0.83083,-0.39663,0.084297,a09,p1,s46
0.84926,-0.35718,0.093145,a09,p1,s46
0.85933,-0.32835,0.11296,a09,p1,s46
0.86435,-0.29635,0.14566,a09,p1,s46
0.86762,-0.27884,0.17292,a09,p1,s46
0.86898,-0.26413,0.18207,a09,p1,s46
0.87141,-0.24535,0.19233,a09,p1,s46
0.87089,-0.23129,0.21645,a09,p1,s46
0.8731,-0.21072,0.2259,a09,p1,s46
0.87257,-0.20527,0.22836,a09,p1,s46
0.86933,-0.2153,0.23729,a09,p1,s46
0.86917,-0.22034,0.23045,a09,p1,s46
0.86858,-0.22264,0.23086,a09,p1,s46
0.85424,-0.25528,0.25346,a09,p1,s46
0.83731,-0.29993,0.26119,a09,p1,s46
0.82172,-0.33623,0.2602,a09,p1,s46
0.80306,-0.37175,0.27053,a09,p1,s46
0.78085,-0.4146,0.26958,a09,p1,s46
0.76172,-0.46297,0.24573,a09,p1,s46
0.74296,-0.50222,0.22878,a09,p1,s46
0.72474,-0.52594,0.22748,a09,p1,s46
0.70024,-0.55721,0.22536,a09,p1,s46
0.67526,-0.59676,0.20604,a09,p1,s46
0.65604,-0.62767,0.17853,a09,p1,s46
0.63379,-0.65184,0.16596,a09,p1,s46
0.61837,-0.66947,0.15437,a09,p1,s46
0.60568,-0.6852,0.1327,a09,p1,s46
0.59857,-0.69701,0.10316,a09,p1,s46
0.61445,-0.68464,0.071342,a09,p1,s46
0.64981,-0.65552,0.037385,a09,p1,s46
0.68904,-0.61636,0.010684,a09,p1,s46
0.72957,-0.56875,-0.005345,a09,p1,s46
0.76141,-0.52491,-0.021063,a09,p1,s46
0.79941,-0.46636,-0.021708,a09,p1,s46
0.82941,-0.41201,-0.00173,a09,p1,s46
0.84951,-0.36726,0.031463,a09,p1,s46
0.86283,-0.3286,0.067893,a09,p1,s46
0.87022,-0.30078,0.10061,a09,p1,s46
0.87004,-0.27997,0.14169,a09,p1,s46
0.86892,-0.27463,0.17391,a09,p1,s46
0.86684,-0.26445,0.18817,a09,p1,s46
0.86793,-0.24776,0.20279,a09,p1,s46
0.87034,-0.2265,0.22225,a09,p1,s46
0.87398,-0.20966,0.22206,a09,p1,s46
0.8766,-0.20425,0.2164,a09,p1,s46
0.87858,-0.19999,0.2124,a09,p1,s46
0.86903,-0.22184,0.22636,a09,p1,s46
0.85269,-0.26464,0.2428,a09,p1,s46
0.838,-0.31444,0.24478,a09,p1,s46
0.81985,-0.36141,0.23852,a09,p1,s46
0.79611,-0.41006,0.22954,a09,p1,s46
0.77609,-0.45461,0.22099,a09,p1,s46
0.75334,-0.49848,0.20323,a09,p1,s46
0.73423,-0.53116,0.19155,a09,p1,s46
0.71107,-0.55724,0.19284,a09,p1,s46
0.68523,-0.5933,0.1819,a09,p1,s46
0.65693,-0.6303,0.15807,a09,p1,s46
0.6299,-0.66175,0.14214,a09,p1,s46
0.60656,-0.6823,0.13652,a09,p1,s46
0.59159,-0.69853,0.12608,a09,p1,s46
0.58148,-0.71219,0.10303,a09,p1,s46
0.58202,-0.71767,0.055399,a09,p1,s46
0.60887,-0.69489,0.007557,a09,p1,s46
0.65981,-0.64775,-0.032531,a09,p1,s46
0.71524,-0.58569,-0.021402,a09,p1,s46
0.75855,-0.53198,-0.015377,a09,p1,s46
0.79687,-0.47389,-0.006376,a09,p1,s46
0.82974,-0.41211,0.012017,a09,p1,s46
0.85297,-0.35085,0.052198,a09,p1,s46
0.86974,-0.30281,0.082662,a09,p1,s46
0.87979,-0.27364,0.10953,a09,p1,s46
0.87823,-0.26476,0.14347,a09,p1,s46
0.87159,-0.26893,0.1798,a09,p1,s46
0.86151,-0.27135,0.20071,a09,p1,s46
0.86145,-0.25522,0.22082,a09,p1,s46
0.86809,-0.22903,0.23365,a09,p1,s46
0.87119,-0.20366,0.24908,a09,p1,s47
0.88325,-0.17486,0.22634,a09,p1,s47
0.88142,-0.17587,0.224,a09,p1,s47
0.86481,-0.22429,0.24271,a09,p1,s47
0.84798,-0.28203,0.24772,a09,p1,s47
0.82924,-0.33431,0.23588,a09,p1,s47
0.81001,-0.37402,0.24473,a09,p1,s47
0.78026,-0.43794,0.24277,a09,p1,s47
0.75345,-0.49001,0.22619,a09,p1,s47
0.72985,-0.52539,0.21249,a09,p1,s47
0.70333,-0.56179,0.2118,a09,p1,s47
0.67536,-0.59792,0.20722,a09,p1,s47
0.64304,-0.64278,0.1743,a09,p1,s47
0.62193,-0.66902,0.15024,a09,p1,s47
0.61252,-0.67652,0.13801,a09,p1,s47
0.61559,-0.67566,0.12872,a09,p1,s47
0.6288,-0.67206,0.076054,a09,p1,s47
0.66982,-0.63612,0.006849,a09,p1,s47
0.71368,-0.59026,-0.024192,a09,p1,s47
0.75331,-0.53835,-0.02133,a09,p1,s47
0.79288,-0.48016,0.008888,a09,p1,s47
0.83101,-0.40671,0.039814,a09,p1,s47
0.86067,-0.32978,0.086332,a09,p1,s47
0.87522,-0.28841,0.10427,a09,p1,s47
0.88241,-0.26715,0.096791,a09,p1,s47
0.88206,-0.2672,0.10281,a09,p1,s47
0.87311,-0.27802,0.13983,a09,p1,s47
0.86488,-0.27018,0.18487,a09,p1,s47
0.87438,-0.22272,0.2001,a09,p1,s47
0.88399,-0.19967,0.19434,a09,p1,s47
0.88599,-0.19465,0.18892,a09,p1,s47
0.88328,-0.19397,0.19627,a09,p1,s47
0.87113,-0.2348,0.21023,a09,p1,s47
0.85206,-0.28218,0.22346,a09,p1,s47
0.83734,-0.31998,0.23639,a09,p1,s47
0.81431,-0.36734,0.24115,a09,p1,s47
0.79204,-0.41881,0.23599,a09,p1,s47
0.76178,-0.47512,0.22092,a09,p1,s47
0.73553,-0.51981,0.2064,a09,p1,s47
0.71203,-0.55552,0.20298,a09,p1,s47
0.68391,-0.58863,0.20231,a09,p1,s47
0.6537,-0.627,0.18756,a09,p1,s47
0.63172,-0.65367,0.16913,a09,p1,s47
0.61338,-0.67347,0.15596,a09,p1,s47
0.61094,-0.68038,0.14047,a09,p1,s47
0.63029,-0.66855,0.1175,a09,p1,s47
0.661,-0.64465,0.06077,a09,p1,s47
0.71676,-0.58528,0.041664,a09,p1,s47
0.75762,-0.53107,0.029633,a09,p1,s47
0.78755,-0.48936,0.02288,a09,p1,s47
0.81828,-0.434,0.046199,a09,p1,s47
0.84557,-0.37237,0.076616,a09,p1,s47
0.86243,-0.32555,0.10082,a09,p1,s47
0.87005,-0.2971,0.11877,a09,p1,s47
0.87361,-0.28069,0.14092,a09,p1,s47
0.86901,-0.2769,0.17113,a09,p1,s47
0.86492,-0.27406,0.1938,a09,p1,s47
0.86143,-0.26367,0.21186,a09,p1,s47
0.86486,-0.23845,0.23013,a09,p1,s47
0.87243,-0.20791,0.24047,a09,p1,s47
0.87475,-0.19635,0.24611,a09,p1,s47
0.87091,-0.20897,0.24429,a09,p1,s47
0.86812,-0.20622,0.24724,a09,p1,s47
0.85776,-0.21421,0.2794,a09,p1,s47
0.84399,-0.25528,0.2887,a09,p1,s47
0.82947,-0.29108,0.29197,a09,p1,s47
0.8155,-0.3322,0.29125,a09,p1,s47
0.79094,-0.38671,0.29686,a09,p1,s47
0.76801,-0.43146,0.29439,a09,p1,s47
0.75093,-0.46387,0.28225,a09,p1,s47
0.73153,-0.49595,0.27568,a09,p1,s47
0.7093,-0.52936,0.27251,a09,p1,s47
0.68455,-0.56781,0.25831,a09,p1,s47
0.66287,-0.59958,0.24152,a09,p1,s47
0.64287,-0.62663,0.22547,a09,p1,s47
0.62792,-0.64425,0.21339,a09,p1,s47
0.61703,-0.66126,0.1932,a09,p1,s47
0.61248,-0.67529,0.15943,a09,p1,s47
0.6147,-0.68423,0.11653,a09,p1,s47
0.63121,-0.67414,0.06795,a09,p1,s47
0.67153,-0.63455,0.036655,a09,p1,s47
0.72082,-0.5781,0.040249,a09,p1,s47
0.75829,-0.53061,0.021046,a09,p1,s47
0.79033,-0.48236,0.027076,a09,p1,s47
0.82226,-0.42109,0.060981,a09,p1,s47
0.84836,-0.3581,0.094802,a09,p1,s47
0.86374,-0.31544,0.11197,a09,p1,s47
0.8729,-0.27404,0.13577,a09,p1,s47
0.87513,-0.25664,0.15927,a09,p1,s47
0.87287,-0.24807,0.18344,a09,p1,s47
0.87103,-0.24441,0.20167,a09,p1,s47
0.86869,-0.23159,0.21998,a09,p1,s47
0.86555,-0.22135,0.24101,a09,p1,s47
0.86531,-0.21531,0.24962,a09,p1,s47
0.86375,-0.21737,0.25077,a09,p1,s47
0.87284,-0.1867,0.24639,a09,p1,s47
0.87509,-0.18073,0.23557,a09,p1,s47
0.85615,-0.21989,0.27034,a09,p1,s47
0.83784,-0.27791,0.27801,a09,p1,s47
0.82349,-0.32067,0.27512,a09,p1,s47
0.80102,-0.37053,0.27481,a09,p1,s47
0.777,-0.42315,0.26833,a09,p1,s47
0.75117,-0.4767,0.24719,a09,p1,s47
0.72852,-0.51805,0.23311,a09,p1,s47
0.70759,-0.54323,0.23702,a09,p1,s47
0.68229,-0.57452,0.23449,a09,p1,s47
0.65855,-0.60923,0.21717,a09,p1,s47
0.63964,-0.63706,0.18731,a09,p1,s47
0.62146,-0.65667,0.18196,a09,p1,s47
0.60906,-0.66998,0.17566,a09,p1,s47
0.60217,-0.68282,0.14897,a09,p1,s47
0.60461,-0.6895,0.095257,a09,p1,s47
0.63225,-0.66953,0.016426,a09,p1,s47
0.68493,-0.61663,-0.009078,a09,p1,s47
0.72375,-0.57378,-0.01917,a09,p1,s47
0.75844,-0.52845,-0.027125,a09,p1,s47
0.79245,-0.47205,-0.002952,a09,p1,s47
0.83176,-0.39639,0.055697,a09,p1,s47
0.85525,-0.33977,0.088012,a09,p1,s47
0.86894,-0.29872,0.095785,a09,p1,s47
0.87402,-0.27565,0.11504,a09,p1,s47
0.8729,-0.27175,0.13624,a09,p1,s47
0.8665,-0.27179,0.16583,a09,p1,s47
0.86772,-0.25682,0.18921,a09,p1,s47
0.87108,-0.23866,0.19977,a09,p1,s47
0.87271,-0.2229,0.20378,a09,p1,s48
0.87244,-0.22007,0.21668,a09,p1,s48
0.87462,-0.20639,0.21175,a09,p1,s48
0.87687,-0.20067,0.21544,a09,p1,s48
0.8625,-0.22848,0.2386,a09,p1,s48
0.84534,-0.28526,0.23357,a09,p1,s48
0.833,-0.32922,0.22448,a09,p1,s48
0.807,-0.38128,0.24104,a09,p1,s48
0.783,-0.42533,0.24545,a09,p1,s48
0.76252,-0.46816,0.2271,a09,p1,s48
0.73544,-0.51145,0.21202,a09,p1,s48
0.7145,-0.5474,0.20843,a09,p1,s48
0.68778,-0.58107,0.19999,a09,p1,s48
0.66706,-0.61503,0.17095,a09,p1,s48
0.65322,-0.63219,0.15093,a09,p1,s48
0.6406,-0.6485,0.13723,a09,p1,s48
0.63957,-0.65286,0.12392,a09,p1,s48
0.64924,-0.64857,0.07588,a09,p1,s48
0.6744,-0.62864,0.016484,a09,p1,s48
0.71058,-0.58649,-0.005487,a09,p1,s48
0.75095,-0.53576,0.002041,a09,p1,s48
0.78048,-0.49119,0.004723,a09,p1,s48
0.81847,-0.42335,0.036258,a09,p1,s48
0.85097,-0.35484,0.072233,a09,p1,s48
0.86323,-0.31489,0.10668,a09,p1,s48
0.87037,-0.28947,0.11928,a09,p1,s48
0.87093,-0.27865,0.13631,a09,p1,s48
0.86773,-0.27505,0.16079,a09,p1,s48
0.86142,-0.27723,0.18759,a09,p1,s48
0.86182,-0.26462,0.20265,a09,p1,s48
0.86418,-0.24638,0.21728,a09,p1,s48
0.86674,-0.23555,0.21896,a09,p1,s48
0.86133,-0.23609,0.23344,a09,p1,s48
0.87254,-0.19046,0.23964,a09,p1,s48
0.86846,-0.18174,0.2581,a09,p1,s48
0.84828,-0.23859,0.27596,a09,p1,s48
0.83385,-0.28747,0.27459,a09,p1,s48
0.82256,-0.32003,0.27303,a09,p1,s48
0.80108,-0.36874,0.27414,a09,p1,s48
0.77218,-0.42657,0.27608,a09,p1,s48
0.7435,-0.48025,0.26922,a09,p1,s48
0.71952,-0.52286,0.25063,a09,p1,s48
0.69252,-0.55716,0.24181,a09,p1,s48
0.66689,-0.59134,0.23418,a09,p1,s48
0.65067,-0.62086,0.21303,a09,p1,s48
0.64444,-0.63624,0.18616,a09,p1,s48
0.65705,-0.63025,0.15255,a09,p1,s48
0.68889,-0.60355,0.097608,a09,p1,s48
0.73365,-0.5561,0.075808,a09,p1,s48
0.76759,-0.51277,0.062475,a09,p1,s48
0.7974,-0.47163,0.046742,a09,p1,s48
0.82517,-0.4166,0.059193,a09,p1,s48
0.85099,-0.34857,0.10087,a09,p1,s48
0.86672,-0.29574,0.13558,a09,p1,s48
0.87493,-0.26594,0.14403,a09,p1,s48
0.87935,-0.24835,0.16208,a09,p1,s48
0.87417,-0.24818,0.18348,a09,p1,s48
0.86443,-0.25846,0.20056,a09,p1,s48
0.86662,-0.23377,0.21944,a09,p1,s48
0.8732,-0.20845,0.22946,a09,p1,s48
0.87708,-0.19999,0.22571,a09,p1,s48
0.87243,-0.21469,0.22839,a09,p1,s48
0.87483,-0.19417,0.22772,a09,p1,s48
0.87653,-0.19288,0.22826,a09,p1,s48
0.85981,-0.22848,0.25149,a09,p1,s48
0.84228,-0.28015,0.26034,a09,p1,s48
0.82845,-0.32201,0.25771,a09,p1,s48
0.80252,-0.37894,0.26178,a09,p1,s48
0.77784,-0.43141,0.25156,a09,p1,s48
0.75816,-0.4744,0.23902,a09,p1,s48
0.73247,-0.51378,0.22956,a09,p1,s48
0.70948,-0.54531,0.22877,a09,p1,s48
0.67944,-0.58543,0.22689,a09,p1,s48
0.64609,-0.62248,0.21895,a09,p1,s48
0.61843,-0.65779,0.19164,a09,p1,s48
0.60574,-0.67521,0.17334,a09,p1,s48
0.60754,-0.67813,0.1583,a09,p1,s48
0.61001,-0.68575,0.093816,a09,p1,s48
0.6289,-0.67622,0.006174,a09,p1,s48
0.668,-0.63498,-0.043674,a09,p1,s48
0.71953,-0.57889,-0.03949,a09,p1,s48
0.75635,-0.52971,-0.031403,a09,p1,s48
0.797,-0.46919,-0.00543,a09,p1,s48
0.83204,-0.40108,0.037177,a09,p1,s48
0.85603,-0.34087,0.082408,a09,p1,s48
0.87248,-0.29278,0.1067,a09,p1,s48
0.87998,-0.25999,0.12187,a09,p1,s48
0.8804,-0.24839,0.13708,a09,p1,s48
0.87238,-0.25732,0.16228,a09,p1,s48
0.87046,-0.26391,0.1721,a09,p1,s48
0.87066,-0.23946,0.20273,a09,p1,s48
0.8752,-0.21857,0.20686,a09,p1,s48
0.87636,-0.20676,0.21259,a09,p1,s48
0.87736,-0.20558,0.20874,a09,p1,s48
0.87568,-0.2121,0.21112,a09,p1,s48
0.86238,-0.23686,0.23528,a09,p1,s48
0.8422,-0.28001,0.25918,a09,p1,s48
0.82796,-0.31992,0.26575,a09,p1,s48
0.8068,-0.35842,0.28029,a09,p1,s48
0.7835,-0.40273,0.28537,a09,p1,s48
0.75647,-0.44777,0.28149,a09,p1,s48
0.73028,-0.49303,0.27494,a09,p1,s48
0.70461,-0.52858,0.28095,a09,p1,s48
0.6778,-0.56271,0.28214,a09,p1,s48
0.65423,-0.59541,0.26749,a09,p1,s48
0.63592,-0.62511,0.24949,a09,p1,s48
0.61635,-0.6512,0.22522,a09,p1,s48
0.60566,-0.67,0.19121,a09,p1,s48
0.60505,-0.67593,0.16717,a09,p1,s48
0.61767,-0.67522,0.12365,a09,p1,s48
0.65201,-0.64975,0.067515,a09,p1,s48
0.70734,-0.5883,0.059012,a09,p1,s48
0.75393,-0.53183,0.057259,a09,p1,s48
0.78769,-0.48067,0.051738,a09,p1,s48
0.82391,-0.41695,0.070328,a09,p1,s48
0.85335,-0.34764,0.097978,a09,p1,s48
0.86879,-0.2937,0.12162,a09,p1,s48
0.87844,-0.25893,0.13118,a09,p1,s48
0.88192,-0.24357,0.14115,a09,p1,s48
0.87682,-0.25054,0.16243,a09,p1,s48
0.87058,-0.25816,0.1856,a09,p1,s48
0.87074,-0.2375,0.21335,a09,p1,s48
0.87243,-0.22184,0.2144,a09,p1,s48
0.87296,-0.21248,0.22349,a09,p1,s48
0.87845,-0.2022,0.21745,a09,p1,s48
0.87857,-0.1993,0.22151,a09,p1,s49
0.86267,-0.23538,0.24143,a09,p1,s49
0.84076,-0.29751,0.24854,a09,p1,s49
0.82481,-0.34066,0.24497,a09,p1,s49
0.80814,-0.37689,0.2505,a09,p1,s49
0.78141,-0.42599,0.24644,a09,p1,s49
0.75429,-0.47813,0.23832,a09,p1,s49
0.72797,-0.52435,0.22422,a09,p1,s49
0.7038,-0.56015,0.21513,a09,p1,s49
0.67943,-0.58968,0.21696,a09,p1,s49
0.65483,-0.62125,0.20251,a09,p1,s49
0.63873,-0.64104,0.19018,a09,p1,s49
0.62978,-0.65198,0.17841,a09,p1,s49
0.63075,-0.65787,0.15121,a09,p1,s49
0.6397,-0.65865,0.11569,a09,p1,s49
0.66756,-0.63482,0.065803,a09,p1,s49
0.71928,-0.57417,0.057331,a09,p1,s49
0.76571,-0.51781,0.036962,a09,p1,s49
0.79944,-0.46471,0.027812,a09,p1,s49
0.83168,-0.40357,0.046068,a09,p1,s49
0.85923,-0.33786,0.075521,a09,p1,s49
0.8742,-0.28752,0.10281,a09,p1,s49
0.8817,-0.25068,0.1224,a09,p1,s49
0.8836,-0.23473,0.13565,a09,p1,s49
0.88055,-0.24201,0.15122,a09,p1,s49
0.87568,-0.24861,0.17571,a09,p1,s49
0.87696,-0.22051,0.19693,a09,p1,s49
0.87686,-0.21332,0.20579,a09,p1,s49
0.87347,-0.2143,0.21237,a09,p1,s49
0.88147,-0.19031,0.21489,a09,p1,s49
0.88548,-0.18227,0.20023,a09,p1,s49
0.87181,-0.2047,0.2359,a09,p1,s49
0.8521,-0.27203,0.24394,a09,p1,s49
0.83224,-0.31705,0.2467,a09,p1,s49
0.81575,-0.3561,0.25434,a09,p1,s49
0.7933,-0.40241,0.25653,a09,p1,s49
0.7676,-0.45201,0.25239,a09,p1,s49
0.74008,-0.49675,0.24181,a09,p1,s49
0.71637,-0.5348,0.2279,a09,p1,s49
0.69101,-0.57683,0.21542,a09,p1,s49
0.66997,-0.60681,0.19874,a09,p1,s49
0.65037,-0.63186,0.1869,a09,p1,s49
0.62994,-0.65325,0.16227,a09,p1,s49
0.62414,-0.6638,0.13699,a09,p1,s49
0.62333,-0.67407,0.11469,a09,p1,s49
0.63058,-0.67367,0.071773,a09,p1,s49
0.65336,-0.65412,0.009744,a09,p1,s49
0.70444,-0.59733,-0.010489,a09,p1,s49
0.74279,-0.54905,-0.017099,a09,p1,s49
0.77284,-0.50789,-0.018576,a09,p1,s49
0.80935,-0.45061,-0.006151,a09,p1,s49
0.84408,-0.38021,0.019975,a09,p1,s49
0.86724,-0.31141,0.07324,a09,p1,s49
0.87911,-0.26753,0.10838,a09,p1,s49
0.88531,-0.23825,0.13179,a09,p1,s49
0.88436,-0.23188,0.16297,a09,p1,s49
0.87756,-0.23,0.19096,a09,p1,s49
0.87515,-0.21988,0.19507,a09,p1,s49
0.87674,-0.20009,0.20644,a09,p1,s49
0.88355,-0.18075,0.21504,a09,p1,s49
0.88344,-0.1702,0.21715,a09,p1,s49
0.8814,-0.1773,0.2271,a09,p1,s49
0.87831,-0.17641,0.22365,a09,p1,s49
0.86973,-0.18821,0.25672,a09,p1,s49
0.85727,-0.23819,0.25209,a09,p1,s49
0.84025,-0.29246,0.25318,a09,p1,s49
0.81948,-0.33853,0.25914,a09,p1,s49
0.79046,-0.40403,0.2652,a09,p1,s49
0.76734,-0.44728,0.2659,a09,p1,s49
0.74448,-0.48203,0.25362,a09,p1,s49
0.72193,-0.52588,0.2333,a09,p1,s49
0.6985,-0.55898,0.22059,a09,p1,s49
0.67217,-0.60472,0.19377,a09,p1,s49
0.65343,-0.63321,0.16816,a09,p1,s49
0.63652,-0.65272,0.15168,a09,p1,s49
0.62259,-0.66804,0.13971,a09,p1,s49
0.61739,-0.67756,0.11392,a09,p1,s49
0.61521,-0.68318,0.080453,a09,p1,s49
0.6287,-0.67557,0.036064,a09,p1,s49
0.66714,-0.63783,0.010648,a09,p1,s49
0.72138,-0.5732,0.016302,a09,p1,s49
0.75965,-0.52294,0.017869,a09,p1,s49
